月,日,時,外気温[℃],外気絶対湿度 [kg/kgDA],法線面直達日射量 [W/m2],水平面天空日射量 [W/m2],水平面夜間放射量 [W/m2],太陽高度角[度],太陽方位角[度]
4,4,10,18.19,2.935859072,923.4553869,132.9502436,138.9288256,49,-53
4,4,11,19.15,3.02234649,908.1449461,147.2027883,142.0907381,57,-32
4,4,12,19.84,2.997697563,850.4255372,158.5142561,145.83712,61,-4
4,4,13,20.59,3.170780218,819.4613444,164.1652761,146.6552489,58,26
4,4,14,20.84,3.327139081,725.5290092,181.3383497,145.3841803,51,48
4,4,15,20.72,3.636217719,104.7678914,307.6716772,140.0327239,41,64
4,4,16,19.58,3.79732592,20.53078556,195.6687011,132.0802378,29,75
4,4,17,18.65,3.622147479,5.397510556,88.77423167,130.2129658,17,85
4,4,18,17.63,3.733925673,0,0,123.6726336,5,87
4,4,19,16.91,3.805935509,0,0,119.2033756,-8,78
4,4,20,16.6,4.200838332,0,0,112.0767861,-19,68
4,4,21,16.25,4.440881252,0,0,107.1229731,-30,57
4,4,22,15.87,4.51319981,0,0,104.3686317,-40,43
4,4,23,14.95,4.495858689,0,0,100.3367517,-47,25
4,4,24,14.67,4.664242105,0,0,96.79026944,-50,3
4,5,1,13.71,4.263792681,0,0,97.83234472,-48,-20
4,5,2,13.1,4.087038971,0,0,97.54507333,-42,-39
4,5,3,12.7,3.989838712,0,0,97.12691944,-33,-54
4,5,4,12.71,3.809885131,0,0,99.78933389,-22,-66
4,5,5,12.91,3.767979182,0,0,101.3104083,-10,-75
4,5,6,12.98,3.748234363,0,4.602994444,101.9193869,2,-84
4,5,7,14.39,3.662657548,750.2170533,48.53981556,109.6187136,14,-87
4,5,8,15.59,3.496938167,458.5088053,151.1365919,117.6767578,26,-78
4,5,9,17.21,3.513686235,296.1413992,255.3336031,125.0094481,38,-67
4,5,10,18.63,3.510981017,875.5847447,130.7036597,131.8090844,49,-53
4,5,11,19.83,3.627188201,536.1748942,267.028135,135.8295317,57,-32
4,5,12,21.49,3.638305947,124.1642697,403.3752975,143.7874822,61,-4
4,5,13,21.81,3.710637837,357.2095775,345.8087992,144.2853931,59,26
4,5,14,22.26,3.530955199,628.5715461,218.0732892,149.2332447,51,49
4,5,15,22,3.491555092,572.682105,203.6222619,148.5458333,41,64
4,5,16,21.25,3.631907268,298.0840481,217.7754472,142.7006206,29,76
4,5,17,20.25,3.516944978,31.25421056,131.0963564,139.5490439,17,85
4,5,18,18.85,3.57341644,0,0,131.9113897,5,86
4,5,19,18.1,3.846786851,0,0,124.2427794,-7,78
4,5,20,17.69,3.974495812,0,0,120.4372078,-19,68
4,5,21,16.98,3.582662922,0,0,122.8715025,-30,57
4,5,22,16.34,3.588926986,0,0,119.7698989,-40,43
4,5,23,15.51,3.697671967,0,0,114.2630725,-46,25
4,5,24,14.29,3.962604213,0,0,104.7464478,-49,3
4,6,1,13.36,3.766856934,0,0,103.3647806,-47,-20
4,6,2,12.79,3.830040805,0,0,99.85390167,-41,-39
4,6,3,12.65,3.976691641,0,0,97.09074583,-32,-54
4,6,4,12.1,3.852126025,0,0,96.42817833,-22,-65
4,6,5,11.59,3.850967668,0,0,94.16674694,-10,-75
4,6,6,11.9,3.939823774,0,2.7725975,94.25713361,2,-84
4,6,7,13,4.34894165,2.980016111,46.93054917,93.43245389,14,-88
4,6,8,15.02,4.548209737,145.9868514,197.0282831,99.95391722,27,-78
4,6,9,17.09,4.55278761,33.65063278,248.7758522,109.5559469,39,-68
4,6,10,19.02,3.625435931,41.57740222,314.7814575,131.9408917,49,-53
4,6,11,19.78,3.415494658,19.91764306,319.5012386,138.8302492,58,-32
4,6,12,20.18,3.428315521,56.88236917,385.0406178,140.5753594,62,-4
4,6,13,20.16,3.175091538,4.584047778,221.69877,144.4869269,59,26
4,6,14,18.63,3.391090061,0.368181111,58.54726139,133.6647072,51,49
4,6,15,17.9,3.581915753,0.730125833,69.99166472,127.2397225,41,65
4,6,16,16.21,4.509770977,0.233287778,30.27082806,106.0019139,29,76
4,6,17,15.67,4.954361518,0.181505833,16.81490917,97.62418806,17,86
4,6,18,15.08,5.2603629,0,0,91.01120444,5,86
4,6,19,15,6.032083271,0,0,81.347315,-7,77
4,6,20,15,6.469715247,0,0,76.34745972,-19,68
4,6,21,15.2,6.857582162,0,0,72.9844725,-30,57
4,6,22,15.28,7.242008188,0,0,69.22726583,-39,42
4,6,23,15.5,7.744691386,0,0,65.01744806,-46,24
4,6,24,15.4,7.507551554,0,0,66.99805722,-49,3
4,7,1,15.75,7.511290197,0,0,68.58500472,-47,-20
4,7,2,15.79,7.068841331,0,0,73.44018417,-41,-39
4,7,3,15.9,6.383104073,0,0,81.49800917,-32,-53
4,7,4,15.83,5.881657291,0,0,86.95785778,-21,-65
4,7,5,15.93,5.659540149,0,0,90.06772611,-10,-75
4,7,6,16.06,5.741399837,0,3.229528056,89.69374778,2,-84
4,7,7,17.16,10.54802328,657.3154092,60.13807361,46.41776833,15,-88
4,7,8,19.85,11.60731284,919.0015003,77.50518806,50.30924583,27,-79
4,7,9,19.57,9.331067631,895.4769286,106.5386967,68.87339972,39,-68
4,7,10,21.51,8.465404266,951.4047242,139.100975,86.59634667,50,-53
4,7,11,22.5,7.190025069,947.4905064,155.8618036,104.4902447,58,-32
4,7,12,22.54,6.385220843,933.2650436,160.9864556,113.5047781,62,-3
4,7,13,22.48,5.919795427,899.1707892,152.2940636,118.56664,59,27
4,7,14,21.26,5.669318766,847.1070903,145.8755403,115.4959058,52,50
4,7,15,20.21,5.522699024,162.0061519,312.4546572,112.1252536,41,65
4,7,16,20.16,5.167887937,144.8780092,239.4091233,116.2747192,30,77
4,7,17,19.48,4.096902954,181.5692294,150.063405,127.2653283,17,86
4,7,18,17.98,3.569926369,0.686378056,12.00092278,127.802775,5,85
4,7,19,16.2,3.411340726,0,0,121.8439311,-7,77
4,7,20,14.32,3.001020001,0,0,119.7354047,-19,67
4,7,21,13.16,2.758293611,0,0,118.568205,-30,56
4,7,22,11.63,2.85868681,0,0,109.9682494,-39,42
4,7,23,11.19,2.714628013,0,0,110.4969256,-46,24
4,7,24,10.74,2.72931281,0,0,108.2487917,-49,2
4,8,1,10.05,2.768692819,0,0,104.5290336,-46,-20
4,8,2,9.44,2.974229241,0,0,98.3709075,-40,-38
4,8,3,8.58,2.952024708,0,0,95.01374361,-32,-53
4,8,4,8.44,2.987554342,0,0,93.81654306,-21,-65
4,8,5,8.92,2.875981781,0,0,97.76617861,-9,-75
4,8,6,9.68,2.651274831,0,11.46841917,104.9648211,3,-83
4,8,7,10.9,2.861639572,1007.631069,46.21953333,106.6766281,15,-88
4,8,8,13.41,2.962491742,1011.64809,86.17573111,116.2252267,27,-79
4,8,9,15.1,2.626599591,1012.057441,121.1014972,129.7571731,39,-68
4,8,10,16.57,2.555002336,992.04536,145.7768106,137.8856017,50,-54
4,8,11,17.61,2.47718959,967.6759603,159.8454736,144.2066233,58,-33
4,8,12,17.81,2.704779251,947.0296397,163.9624303,141.0818228,62,-3
4,8,13,18.23,2.591735472,907.5157267,154.1537472,145.0839553,60,27
4,8,14,18.87,2.704211406,841.6690844,147.6352061,146.1584331,52,50
4,8,15,18.9,2.637551564,685.9933086,169.2263128,147.4775864,41,66
4,8,16,18.53,2.637551564,403.4659058,199.4054767,145.7022044,30,77
4,8,17,17.47,2.60811468,74.70116,148.7597839,141.1768878,18,86
4,8,18,15.96,2.609923532,0,0,134.0470272,5,85
4,8,19,14.74,2.587162017,0,0,128.7999922,-7,76
4,8,20,13.54,2.627987635,0,0,122.5801342,-19,67
4,8,21,12.45,2.729437332,0,0,115.8658897,-29,56
4,8,22,11.47,2.85868681,0,0,109.2556797,-39,42
4,8,23,10.9,3.072161977,0,0,103.1579325,-45,24
4,8,24,9.7,3.137618043,0,0,96.81477472,-48,2
4,9,1,9.78,3.355748918,0,0,93.68146861,-46,-20
4,9,2,9.05,3.6093145,0,0,86.59594861,-40,-38
4,9,3,8.38,3.788493871,0,0,81.0230725,-31,-53
4,9,4,7.56,4.068391802,0,0,73.45094028,-21,-65
4,9,5,7.2,4.19745164,0,0,70.09474611,-9,-74
4,9,6,7.29,4.408811824,0,4.968341111,67.55391944,3,-83
4,9,7,9.82,4.604061316,945.3759897,44.37764611,75.83186667,15,-88
4,9,8,13.27,4.073780782,845.5047747,80.70783222,98.50372222,28,-79
4,9,9,15.38,4.466698043,575.0429094,185.7426372,102.7207408,39,-69
4,9,10,17.23,4.638762828,358.3531253,303.1176964,109.0671097,50,-54
4,9,11,19.16,4.911652602,271.5165433,368.0370042,114.6990956,59,-33
4,9,12,20.28,4.861191378,603.2165417,255.5134117,120.7830286,63,-3
4,9,13,20.76,4.978565248,61.56766417,385.6577314,121.6130956,60,28
4,9,14,21.15,5.076736609,795.0141019,161.0071442,122.2737703,52,51
4,9,15,21.88,4.979212073,665.3765786,176.4113467,127.1241197,42,66
4,9,16,21.48,4.718818434,398.7671744,201.2147803,128.5345333,30,77
4,9,17,20.01,4.27608782,76.830345,149.9196589,127.3218572,18,87
4,9,18,18.68,4.624256112,0.558751944,11.27518194,116.1637789,5,85
4,9,19,17.9,5.037430023,0,0,107.0491467,-7,76
4,9,20,17.55,5.563703477,0,0,98.84154028,-18,67
4,9,21,16.98,5.678838372,0,0,94.75805667,-29,55
4,9,22,16.57,5.747569259,0,0,92.00742222,-39,41
4,9,23,15.53,5.259928988,0,0,93.10106972,-45,23
4,9,24,14.11,4.652519273,0,0,94.37660444,-48,2
4,10,1,13.1,4.330046487,0,0,94.1451225,-46,-19
4,10,2,12.2,4.505551546,0,0,87.69494972,-40,-38
4,10,3,11.54,4.448736136,0,0,85.51579889,-31,-53
4,10,4,10.84,3.904883336,0,0,90.05196278,-20,-64
4,10,5,10.14,3.808291712,0,0,88.3819725,-9,-74
4,10,6,9.99,3.516449894,0,8.968140556,92.10757417,3,-83
4,10,7,11.25,3.432100201,333.1741517,100.9543422,98.96533583,16,-89
4,10,8,13.53,3.771017915,487.5460992,153.0457511,104.0755278,28,-80
4,10,9,14.94,4.028165981,473.3536867,217.4273628,106.7939431,40,-69
4,10,10,15.43,4.023450566,189.2654139,346.2090464,109.1283228,51,-54
4,10,11,16.49,4.120829544,909.4295692,151.3906128,112.6864911,59,-33
4,10,12,17.78,4.282218314,82.81789694,403.6096422,116.5165828,63,-3
4,10,13,17.5,4.318338425,23.24254861,342.1740764,114.6880608,60,28
4,10,14,16.57,4.295816601,0.864558611,90.70298667,110.6135928,52,51
4,10,15,17.05,4.875139491,34.32993028,283.4915169,105.1107775,42,67
4,10,16,15.88,5.141095394,0.996108611,63.492575,96.22104889,30,78
4,10,17,15.05,5.310035241,0.474478333,27.96947917,90.25408861,18,87
4,10,18,14.49,5.417654774,0,0,86.34457639,6,84
4,10,19,13.67,5.075493625,0,0,86.87148722,-7,76
4,10,20,13.08,5.203300329,0,0,82.57862917,-18,66
4,10,21,12.09,5.305044955,0,0,76.85060972,-29,55
4,10,22,9.45,5.580284917,0,0,61.81310139,-38,41
4,10,23,8.53,5.437923625,0,0,59.56067722,-45,23
4,10,24,8.07,4.722915872,0,0,66.67217889,-48,2
4,11,1,7.77,4.627291355,0,0,66.65441306,-45,-19
4,11,2,7.55,4.839130476,0,0,62.92309389,-39,-38
4,11,3,6.71,4.741753456,0,0,60.62873,-31,-53
4,11,4,6.32,4.612500095,0,0,60.69572861,-20,-64
4,11,5,5.84,4.517629762,0,0,59.9521325,-9,-74
4,11,6,5.27,4.602791418,0,13.27625139,56.42703306,4,-83
4,11,7,7.15,4.613852389,892.7489561,43.77710917,64.18975083,16,-89
4,11,8,9.57,4.461160795,795.2837111,90.08556361,76.66500167,28,-80
4,11,9,11.19,3.990316691,964.8044489,117.9543175,90.36709611,40,-69
4,11,10,12.61,3.601171098,959.6680136,143.2799792,102.4545272,51,-55
4,11,11,12.94,3.533872025,303.6796283,361.4541506,104.9674217,60,-33
4,11,12,12.61,4.036682298,11.07252,307.4158969,96.05001694,63,-3
4,11,13,10.81,4.491115293,0.323138889,60.63813056,81.70260778,61,29
4,11,14,11.21,5.270984969,732.1602819,183.3983178,73.35132028,53,52
4,11,15,11.8,4.538360053,45.32216278,294.6398236,85.46260722,42,67
4,11,16,12.45,4.263737934,228.0632939,236.2432928,92.13063806,30,78
4,11,17,12.52,4.44213315,223.5942356,151.2745531,89.99224056,18,87
4,11,18,11.46,4.567072109,0.889813889,14.76076,83.56124639,6,84
4,11,19,10.71,4.801744343,0,0,77.12893722,-6,75
4,11,20,10.53,4.935532335,0,0,74.59768389,-18,66
4,11,21,10.01,4.933254948,0,0,72.3422975,-29,55
4,11,22,8.95,4.978451611,0,0,67.14210167,-38,41
4,11,23,8.19,5.112960426,0,0,62.14741167,-45,23
4,11,24,7.17,4.775172526,0,0,62.14035833,-47,2
4,12,1,6.34,4.676728988,0,0,59.92555778,-45,-19
4,12,2,5.81,4.606918191,0,0,58.6277125,-39,-38
4,12,3,4.83,4.539178863,0,0,55.45180861,-30,-52
4,12,4,4.33,4.383561812,0,0,55.49784194,-20,-64
4,12,5,3.91,4.23271714,0,0,55.85531167,-8,-74
4,12,6,4.52,4.240638513,0,12.82082167,58.25693889,4,-82
4,12,7,7.11,4.367984345,907.3299353,44.86950139,67.34756028,16,-89
4,12,8,9.91,3.552820661,948.2588436,84.08105861,91.20115833,28,-80
4,12,9,12.13,3.347599801,942.0891858,115.776915,104.210045,40,-70
4,12,10,13.88,3.211210415,939.7383136,140.8773678,114.2903919,51,-55
4,12,11,14.84,3.49448021,913.0663008,153.2856894,114.2437164,60,-34
4,12,12,15.29,3.409993404,908.3364189,159.1923006,117.6303628,64,-3
4,12,13,15.93,3.43318254,23.05090389,344.0310731,120.2438631,61,29
4,12,14,15.6,3.366152127,32.13357833,332.2082472,119.7533222,53,52
4,12,15,15.77,3.389247427,18.82961528,261.7384722,120.1825272,42,67
4,12,16,15.67,3.279340446,84.64624056,241.1436486,121.4484108,30,79
4,12,17,15.37,3.343276611,90.74428,155.3040764,119.0451164,18,88
4,12,18,14.38,3.175178502,0,0,117.158365,6,84
4,12,19,13.94,3.156369765,0,0,115.4485542,-6,75
4,12,20,11.16,3.673054384,0,0,94.89076611,-18,66
4,12,21,10.3,3.782898835,0,0,89.45903667,-29,54
4,12,22,9.36,3.6093145,0,0,87.94271917,-38,40
4,12,23,8.48,3.127121857,0,0,91.69167417,-44,23
4,12,24,7.85,3.093552768,0,0,89.53253111,-47,2
4,13,1,7.55,2.990051473,0,0,89.95791889,-45,-19
4,13,2,6.9,2.955619491,0,0,87.76785944,-39,-38
4,13,3,6.29,2.983511776,0,0,84.72466056,-30,-52
4,13,4,5.89,2.882519835,0,0,84.74141722,-19,-64
4,13,5,5.59,2.862689636,0,0,83.82234861,-8,-73
4,13,6,6.58,2.836402863,0,10.18495833,88.43070806,4,-82
4,13,7,8.25,3.022903055,1012.431411,50.96615611,92.41172444,16,-90
4,13,8,11.1,3.178958158,975.2961981,87.18687333,102.3052583,29,-81
4,13,9,12.46,3.032979808,955.1849847,118.0370472,110.7604686,41,-70
4,13,10,13.74,3.156369765,935.7410814,140.8762186,114.5361758,52,-55
4,13,11,15.01,3.521353936,936.164425,157.7278203,114.6155836,60,-34
4,13,12,15.79,3.481401909,912.1577939,160.9839703,118.8460089,64,-3
4,13,13,16.47,3.547611144,885.2017047,155.2416789,121.0076669,61,29
4,13,14,16.88,3.614928568,809.3297631,158.8180197,121.9115753,53,52
4,13,15,16.52,3.873971112,637.846215,188.3371756,116.3729139,42,68
4,13,16,15.78,4.043517369,391.5865239,207.0360042,110.4677489,31,79
4,13,17,15.04,4.162852474,90.57648889,156.6867769,105.3450128,18,88
4,13,18,14.06,5.628003956,1.094835278,17.23399056,81.81316139,6,83
4,13,19,13.2,4.741415964,0,0,89.05746,-6,75
4,13,20,12.75,5.101699764,0,0,82.36940722,-18,65
4,13,21,12.04,5.270089033,0,0,77.06187694,-28,54
4,13,22,11.58,5.200790725,0,0,75.87468972,-37,40
4,13,23,11.3,5.186997217,0,0,74.80242861,-44,22
4,13,24,10.13,5.170071474,0,0,69.85041778,-46,2
4,14,1,9.67,5.173946446,0,0,67.7884025,-44,-19
4,14,2,8.87,5.095976069,0,0,65.29577167,-38,-37
4,14,3,8.17,5.007150841,0,0,63.40869417,-30,-52
4,14,4,7.48,4.97537382,0,0,60.86222056,-19,-63
4,14,5,6.76,4.90886304,0,0,58.66014722,-8,-73
4,14,6,7.26,5.009981052,0,14.38579389,59.4812925,4,-82
4,14,7,9.71,5.200349667,675.0700347,66.38065611,67.63114472,17,-90
4,14,8,13.22,5.169235597,651.7873964,121.9484842,83.64098528,29,-81
4,14,9,15.62,5.356320193,594.9827047,185.4545922,92.32155972,41,-70
4,14,10,18.78,4.985117966,237.8435708,343.59358,111.9248022,52,-56
4,14,11,19.95,5.126200425,737.2307803,194.1368894,115.7792972,61,-34
4,14,12,20.48,5.190481265,843.5785231,165.9726714,117.5513956,65,-3
4,14,13,20.94,5.200052854,231.6206153,395.6506706,119.6839639,62,30
4,14,14,20.98,5.167887937,275.6107133,353.3194917,120.2848525,53,53
4,14,15,20.43,5.373402677,14.79653639,253.0931436,115.0287025,43,68
4,14,16,19.68,5.111693475,18.05640278,201.5464678,114.6526622,31,79
4,14,17,19.35,5.24110337,28.13657111,139.0902722,111.4275028,18,89
4,14,18,18.09,5.577552856,0.561209722,12.56934083,101.2410208,6,83
4,14,19,17.1,5.658284541,0,0,95.57089472,-6,74
4,14,20,16.58,6.022664812,0,0,88.81269861,-17,65
4,14,21,16.26,6.201870049,0,0,85.24227972,-28,54
4,14,22,15.59,6.729809886,0,0,76.19091306,-37,40
4,14,23,15.78,6.972854658,0,0,74.4263275,-44,22
4,14,24,16.04,7.185951635,0,0,73.35538056,-46,2
4,15,1,15.7,6.939642307,0,0,74.41311194,-44,-19
4,15,2,15.88,7.325176944,0,0,71.13653667,-38,-37
4,15,3,15.3,6.984187642,0,0,72.07516667,-29,-52
4,15,4,15.09,7.356123779,0,0,67.144945,-19,-63
4,15,5,13.76,7.014790256,0,0,64.66924917,-7,-73
4,15,6,13.47,5.866600825,0,11.93147639,76.27778028,5,-81
4,15,7,14.58,5.550439106,742.5955567,59.43595,85.13575972,17,-90
4,15,8,16.26,5.465826637,865.8626764,83.14174472,93.95854917,29,-81
4,15,9,18,5.563703477,868.9746831,113.7521111,100.9799939,41,-70
4,15,10,19.93,5.577552856,874.5479869,137.3581556,110.0968289,52,-56
4,15,11,21.12,6.200186407,929.2437314,157.7910167,108.5770881,61,-34
4,15,12,21.68,6.55026433,13.85929778,325.1070569,107.3800303,65,-3
4,15,13,21.58,6.437991449,30.81407444,361.987295,108.1432064,62,30
4,15,14,22.34,6.136675686,37.81497056,342.3952603,115.3448272,54,53
4,15,15,21.75,6.353343697,42.61744222,296.6881097,109.9395072,43,69
4,15,16,21.26,6.436255519,373.04287,212.7401256,106.5841856,31,80
4,15,17,20.03,6.797133189,31.52278333,141.9737836,96.56073833,19,89
4,15,18,17.34,6.613506697,0.484655278,11.83386306,85.68003944,6,83
4,15,19,14.96,5.779487576,0,0,84.13378917,-6,74
4,15,20,13.38,5.405820166,0,0,81.42141056,-17,65
4,15,21,13.15,5.203300329,0,0,82.89554778,-28,53
4,15,22,12.34,5.340206797,0,0,77.53558139,-37,39
4,15,23,11.88,5.291222325,0,0,76.08296611,-43,22
4,15,24,11.12,5.541791213,0,0,69.618875,-46,2
4,16,1,10.84,5.446260381,0,0,69.54546194,-43,-19
4,16,2,10.22,5.397132289,0,0,67.41759722,-38,-37
4,16,3,10.2,4.414251071,0,0,80.06054472,-29,-51
4,16,4,9.6,4.078915328,0,0,82.105265,-19,-63
4,16,5,9.16,4.025923334,0,0,80.94593472,-7,-73
4,16,6,9.84,4.350249776,0,12.8610375,79.36004333,5,-81
4,16,7,12.3,4.620860791,733.3567867,61.56489194,86.59570222,17,-90
4,16,8,14.8,4.620652332,813.8159583,91.02494333,97.96888889,29,-81
4,16,9,16.38,4.438100845,877.0581747,113.614755,107.7693453,41,-71
4,16,10,17.64,4.435882621,935.6978925,142.9272283,113.7401378,52,-56
4,16,11,18.99,5.404343555,841.7302367,160.5171219,107.6667194,61,-34
4,16,12,20.18,5.750941579,653.1626839,239.59672,109.2293672,65,-2
4,16,13,21.04,5.898340497,768.1386228,188.4034275,111.6907628,62,31
4,16,14,21.29,6.03786487,624.5513489,227.7267392,111.2885653,54,54
4,16,15,21.54,6.061605161,349.9008539,283.8341803,112.2459567,43,69
4,16,16,21.04,5.681931839,212.3265603,243.7674847,114.2622197,31,80
4,16,17,19.78,6.458052396,44.03992028,149.1330428,99.10499528,19,89
4,16,18,18.05,7.047607654,0.737863889,14.83317639,84.31354194,6,82
4,16,19,17.3,7.751640707,0,0,73.37958583,-6,74
4,16,20,16.42,8.101317233,0,0,65.70383111,-17,64
4,16,21,16.2,8.173121196,0,0,63.95841333,-28,53
4,16,22,15.71,8.167911702,0,0,61.72511417,-37,39
4,16,23,14.98,7.959639348,0,0,60.42793722,-43,22
4,16,24,14.96,7.496555845,0,0,65.07688861,-45,1
4,17,1,14.44,7.411085388,0,0,63.57484056,-43,-19
4,17,2,13.99,7.428882091,0,0,61.32786,-37,-37
4,17,3,13.53,7.484197027,0,0,58.65427389,-29,-51
4,17,4,13.09,7.391642835,0,0,57.62462417,-18,-63
4,17,5,12.86,7.44369523,0,0,56.04053222,-7,-72
4,17,6,16.45,8.288916653,0,24.07860556,63.98148861,5,-81
4,17,7,18.64,8.406028862,87.24254028,125.2313925,73.212225,17,-89
4,17,8,21.02,9.035309364,427.9134292,175.8867381,78.71266389,30,-82
4,17,9,22.13,8.37314802,106.3039147,297.1032861,90.57064417,42,-71
4,17,10,22.88,8.634903581,136.0078411,361.4704931,91.7615525,53,-57
4,17,11,23.07,7.935298364,37.45403389,364.9836469,99.62328389,62,-35
4,17,12,23.19,7.586077521,14.650475,330.3549219,103.7931289,66,-2
4,17,13,23.26,7.457199599,30.63243222,363.8070911,105.4828411,62,31
4,17,14,23.02,7.366272232,14.88179139,299.3312667,105.2292981,54,54
4,17,15,22.77,7.790338453,14.32994417,254.1058544,99.59144278,43,70
4,17,16,22.02,8.168846705,5.881518611,157.6149531,92.04350444,31,81
4,17,17,21.6,8.231870119,3.196208889,75.89496444,89.33778083,19,90
4,17,18,21.18,7.045416448,0.816574167,15.96835944,99.49563083,7,82
4,17,19,20.34,6.203282587,0,0,104.7208231,-5,73
4,17,20,19.11,8.030773099,0,0,79.19230444,-17,64
4,17,21,18.41,7.595035349,0,0,80.26796528,-27,53
4,17,22,18,7.452169515,0,0,79.79398778,-36,39
4,17,23,16.94,7.311698516,0,0,76.24515917,-43,22
4,17,24,16.95,6.914539327,0,0,80.53686889,-45,1
4,18,1,16.7,7.199584316,0,0,76.30171444,-43,-19
4,18,2,16.34,8.745267196,0,0,59.02394917,-37,-37
4,18,3,15.38,8.475282433,0,0,57.16448778,-28,-51
4,18,4,14.4,8.37742813,0,0,53.602345,-18,-62
4,18,5,13.53,8.157700649,0,0,51.80035056,-7,-72
4,18,6,13.95,7.950070311,0,13.31260444,55.79491306,5,-81
4,18,7,16.49,8.435078465,695.4729439,67.95296417,62.7327125,18,-89
4,18,8,18.68,8.300590963,771.8368239,100.0466767,74.44073028,30,-82
4,18,9,21.01,8.447617945,852.1611778,117.9520967,84.30763778,42,-71
4,18,10,23.1,7.822002758,878.3598889,138.5743672,100.9220986,53,-57
4,18,11,24.45,8.300552831,523.7543647,285.8885736,102.9491592,62,-35
4,18,12,24.88,8.556801912,864.8428644,163.1733483,102.6334133,66,-2
4,18,13,25.2,8.473802385,495.2910486,304.8619972,105.0788297,63,32
4,18,14,24.6,8.99703801,672.9655011,210.0680006,96.98616556,54,55
4,18,15,23.77,9.670531492,518.9908839,232.1844856,86.52454333,43,70
4,18,16,22.63,9.854799269,171.3321186,250.701795,79.12808583,31,81
4,18,17,21.75,9.828431787,45.19178194,152.3386572,74.99092639,19,90
4,18,18,20.33,9.893110835,1.583237222,22.70443722,67.42991917,7,82
4,18,19,19.4,10.16259331,0,0,60.5058025,-5,73
4,18,20,19,9.544030436,0,0,64.15741083,-17,64
4,18,21,18.61,9.283446796,0,0,64.69177972,-27,53
4,18,22,18.42,8.889121285,0,0,67.49310167,-36,39
4,18,23,18.17,8.914164153,0,0,66.06048167,-42,21
4,18,24,18.01,8.993945223,0,0,64.54110639,-45,1
4,19,1,17.53,8.957735773,0,0,62.60314528,-42,-19
4,19,2,16.67,9.535548185,0,0,53.15576917,-37,-37
4,19,3,16.65,8.25971114,0,0,65.20853028,-28,-51
4,19,4,15.84,5.412422902,0,0,92.65319389,-18,-62
4,19,5,15.3,4.523556514,0,0,101.5809047,-6,-72
4,19,6,14.57,4.160919461,0,16.48553917,103.2064186,6,-80
4,19,7,13.58,3.823426456,5.115859167,76.66504806,103.5303114,18,-89
4,19,8,12.98,3.55585972,7.473038056,150.7382886,104.8125297,30,-82
4,19,9,13.23,3.504783563,2.363246667,121.0470717,106.7256978,42,-72
4,19,10,13.74,3.497012601,2.578296389,152.6361503,109.1630386,53,-57
4,19,11,15.29,3.432102741,46.563085,377.1602378,117.286655,62,-35
4,19,12,16.06,3.252084564,56.84989583,401.9045144,123.6993119,66,-2
4,19,13,14.86,2.981700904,11.81612972,313.2485764,122.5397,63,32
4,19,14,14.69,2.801282609,5.633233056,235.3353611,124.8116181,54,55
4,19,15,13.82,2.594030573,3.06954,149.4045433,124.4607606,43,70
4,19,16,13.05,2.477679976,0.246753056,33.12495028,123.068425,32,81
4,19,17,12.67,2.366990694,0.07425,11.902585,123.4025886,19,90
4,19,18,12,2.184270178,0,0,123.8870528,7,81
4,19,19,11.55,2.21644173,0,0,121.2527425,-5,73
4,19,20,10.53,2.102159902,0,0,118.9776594,-17,63
4,19,21,9.84,2.167545015,0,0,114.6579369,-27,52
4,19,22,9.28,2.237047489,0,0,110.8652325,-36,38
4,19,23,9.05,2.26830391,0,0,109.2659539,-42,21
4,19,24,8.91,2.328480367,0,0,107.5147636,-44,1
4,20,1,8.97,2.297322708,0,0,108.3653544,-42,-19
4,20,2,8.98,2.371712466,0,0,107.0050589,-36,-36
4,20,3,8.98,2.355770634,0,0,107.3039642,-28,-51
4,20,4,8.74,2.371712466,0,0,105.966215,-17,-62
4,20,5,8.5,2.413330074,0,0,104.1544561,-6,-72
4,20,6,8.39,2.453363983,0,12.102095,102.9407247,6,-80
4,20,7,8.54,2.598282361,5.266258889,79.09755611,100.9594744,18,-88
4,20,8,8.94,2.560194529,2.990826111,100.95816,103.3719753,30,-83
4,20,9,9.67,2.705675393,3.056655278,138.2741006,103.963675,42,-72
4,20,10,10.35,2.831535568,3.202763333,170.6255561,104.7647181,54,-58
4,20,11,11.01,2.919994764,2.356493333,163.1778667,106.1753117,63,-35
4,20,12,11.08,2.833721301,1.109521667,117.1374756,107.9499072,67,-2
4,20,13,10.8,4.021857404,0.349612778,64.73654972,88.18786806,63,32
4,20,14,10.4,4.756130703,1.338682222,116.1412592,76.36076944,55,56
4,20,15,10.11,4.624590965,0.098098611,27.08972861,76.82793167,44,71
4,20,16,8,5.263242427,0.291702222,36.108415,59.44250722,32,82
4,20,17,6.6,5.282738541,0.085531667,12.83158389,53.23951083,19,89
4,20,18,6.5,5.147882115,0,0,54.50791139,7,81
4,20,19,6.4,5.397048883,0,0,50.97949222,-5,73
4,20,20,6.1,5.147396563,0,0,52.82935583,-16,63
4,20,21,5.8,5.112254353,0,0,52.0149025,-27,52
4,20,22,5.3,5.074540517,0,0,50.40453222,-35,38
4,20,23,5.2,5.066074883,0,0,50.09576722,-42,21
4,20,24,4.8,5.053907276,0,0,48.58940861,-44,1
