月,日,時,外気温[℃],外気絶対湿度 [kg/kgDA],法線面直達日射量 [W/m2],水平面天空日射量 [W/m2],水平面夜間放射量 [W/m2],太陽高度角[度],太陽方位角[度]
7,22,14,23.19,12.72485872,2.161163889,159.3912142,57.77751639,62,66
7,22,15,22.76,13.0106362,3.718407778,183.0297461,53.38276167,50,80
7,22,16,22.77,13.05413786,1.206102222,85.17401417,53.09412,38,90
7,22,17,22.38,13.05376619,0.187043611,24.32933306,51.15043111,26,82
7,22,18,22.2,13.07977217,0.147345833,12.44022667,50.0524375,13,74
7,22,19,21.91,13.19900569,0,0,47.68841611,2,66
7,22,20,21.3,13.87319634,0,0,39.52949222,-9,57
7,22,21,21.2,14.22260682,0,0,36.42334861,-19,47
7,22,22,21,14.20467631,0,0,35.57325167,-27,35
7,22,23,21.1,14.45495937,0,0,34.21225611,-33,20
7,22,24,21.1,14.61577048,0,0,33.03105889,-35,3
7,23,1,21.17,14.8418275,0,0,31.72660611,-34,-14
7,23,2,21.18,14.9967781,0,0,30.65341917,-29,-30
7,23,3,21,14.68401752,0,0,32.04042611,-22,-43
7,23,4,21,14.68401752,0,0,32.04042611,-13,-54
7,23,5,21,14.68401752,0,0,32.04042611,-2,-64
7,23,6,20.72,14.27038239,2.375328056,26.25513083,33.71189056,9,-72
7,23,7,21.52,14.29647166,26.51908444,136.3362686,37.45280472,21,-80
7,23,8,25.38,14.55142148,758.1208311,114.934765,55.01088917,33,-87
7,23,9,26.12,14.28346782,304.902075,296.5178744,60.80142722,46,-84
7,23,10,27.91,13.63275722,660.4872303,217.67505,75.02871472,58,-72
7,23,11,29.43,13.28429215,896.5685822,162.8746206,85.76104278,69,-51
7,23,12,29.4,13.05093874,29.0311275,391.7735081,87.407365,75,-10
7,23,13,28.47,13.14829154,1.08207,120.8373147,81.70374333,72,40
7,23,14,27.91,13.46408074,2.325201667,165.0829211,76.31501056,62,66
7,23,15,28.92,13.88676941,87.73649333,358.8424017,78.45328444,50,80
7,23,16,28.88,13.90498402,287.0609653,274.5113544,78.10350889,38,90
7,23,17,28.28,13.76378379,34.55979278,190.7224019,75.98747194,25,82
7,23,18,27.24,14.04821134,3.318242222,57.98766667,68.37959889,13,75
7,23,19,26.29,14.16739008,0,0,62.54405222,2,67
7,23,20,25.9,14.67427063,0,0,56.78807028,-9,58
7,23,21,25.21,14.93792198,0,0,51.32137056,-19,47
7,23,22,24.8,15.96026227,0,0,41.954855,-27,35
7,23,23,24.5,15.96712122,0,0,40.37783389,-33,20
7,23,24,24.2,15.77297992,0,0,40.21379583,-35,3
7,24,1,23.9,15.67566398,0,0,39.37924167,-34,-14
7,24,2,23.51,15.67650692,0,0,37.40431722,-30,-30
7,24,3,23.28,16.00807415,0,0,33.92107694,-22,-43
7,24,4,23.09,16.00297969,0,0,33.0024,-13,-54
7,24,5,22.82,15.73693124,0,10.27855167,33.51392806,-2,-64
7,24,6,23.03,15.68924396,71.46247056,62.38387333,34.90177,9,-72
7,24,7,24.19,15.99704748,40.41251639,143.5134175,38.59368722,21,-80
7,24,8,25.6,16.27121355,83.52302972,240.9625011,43.89401889,33,-88
7,24,9,28.01,16.12407125,265.6538072,305.4909514,57.46649556,46,-83
7,24,10,29.07,14.81168898,63.92505806,370.5359781,72.41020583,58,-71
7,24,11,29.87,14.68712174,59.62395556,408.4527356,77.59689861,69,-51
7,24,12,31.66,14.444116,906.0623078,171.4049908,89.07726222,75,-10
7,24,13,33.47,14.13789796,102.8552181,439.8053144,101.3279978,72,40
7,24,14,32.78,13.52590969,28.75074139,361.8093122,102.1181864,62,66
7,24,15,32.31,13.9094142,28.16372556,316.8207094,96.62162556,50,80
7,24,16,31.57,13.50530451,3.873592778,150.9477225,95.62866694,38,89
7,24,17,29.91,15.10208359,2.627363889,89.71612611,74.80319889,25,83
7,24,18,29.09,14.98472147,2.506445,50.14113778,71.26244194,13,75
7,24,19,28.19,15.04091086,0,0,66.08259333,2,67
7,24,20,27.6,15.32842624,0,0,60.91288194,-9,58
7,24,21,27.2,15.19745903,0,0,59.75423583,-19,47
7,24,22,26.9,15.3824305,0,0,56.8655,-27,35
7,24,23,26.45,15.63796706,0,0,52.71184944,-33,20
7,24,24,26.3,16.11504168,0,0,48.59145694,-35,3
7,25,1,25.95,16.46956613,0,0,44.33132278,-34,-14
7,25,2,25.51,16.24556379,0,0,43.60851111,-30,-30
7,25,3,25.1,16.25587842,0,0,41.433545,-22,-43
7,25,4,24.7,16.26472111,0,0,39.32843306,-13,-54
7,25,5,24.51,16.3346651,0,15.03481889,37.87729389,-2,-64
7,25,6,24.99,16.37196892,233.1912844,61.21133417,40.06911111,9,-72
7,25,7,27.24,16.75173441,282.6815408,145.6781881,49.10681778,21,-80
7,25,8,28.7,16.69962934,153.8457769,244.2597256,57.15513944,33,-88
7,25,9,33.24,15.92226663,609.6193475,199.0829575,87.16982778,46,-83
7,25,10,31.35,15.69104716,842.8854781,153.5279406,78.39902222,58,-71
7,25,11,33.23,14.50139168,532.0194819,298.4808239,97.30293944,68,-51
7,25,12,33.24,14.31310459,180.5412639,442.9810814,98.74801833,75,-10
7,25,13,33.82,14.55891726,115.0878647,441.0697417,100.1645175,71,39
7,25,14,33.66,14.93008295,214.8464708,403.7260836,96.56640278,62,65
7,25,15,32.73,14.60031348,3.656752778,180.7093269,93.80834389,50,79
7,25,16,31.63,15.46811809,3.4959075,143.1628653,81.50456444,38,89
7,25,17,30.65,16.62635732,4.438161389,115.6755508,68.10626361,25,83
7,25,18,29.75,16.85087292,1.10482,33.16861528,61.72883111,13,75
7,25,19,29.13,17.05350979,0,0,57.04329111,1,67
7,25,20,28.21,18.10381326,0,0,45.19554139,-9,58
7,25,21,27.7,18.42753514,0,0,40.40588278,-19,47
7,25,22,27.91,18.71053426,0,0,39.68885778,-27,35
7,25,23,27.66,18.33504401,0,0,40.79441028,-33,20
7,25,24,27,18.26878575,0,0,37.7686275,-36,3
7,26,1,27.02,18.54636482,0,0,36.0776225,-35,-14
7,26,2,26.7,18.60096296,0,0,34.05857111,-30,-30
7,26,3,26.2,17.07381876,0,0,41.51358278,-23,-43
7,26,4,25.96,16.78334192,0,0,42.23856611,-13,-55
7,26,5,25.7,16.86195743,0,14.23398333,40.36364528,-3,-64
7,26,6,25.13,16.07945388,25.87829083,53.78532111,42.81118694,9,-72
7,26,7,27.47,16.91384834,120.7549167,155.2657672,49.21080861,21,-80
7,26,8,29.25,16.30724241,839.6672061,97.80324667,62.77484167,33,-88
7,26,9,30.64,16.53117559,322.1917894,290.3537025,68.70364278,45,-83
7,26,10,32.78,15.34618305,807.0015431,163.2675581,88.69182972,57,-71
7,26,11,34.24,15.0506247,827.5513294,174.6095311,98.93744361,68,-50
7,26,12,35.44,14.07042084,829.7519233,181.8772478,112.8977078,75,-9
7,26,13,35.85,14.05830741,851.5680164,173.80523,115.3181558,71,39
7,26,14,35.03,15.48728659,2.367342222,165.9032294,100.2587908,61,65
7,26,15,35.47,15.87776169,596.918405,228.3648542,99.99574194,50,79
7,26,16,30.76,17.7395884,0.919382778,73.7667775,61.22685528,37,89
7,26,17,32.74,16.75188611,34.30194417,188.2816964,78.67708028,25,83
7,26,18,31.23,16.7288154,3.699937222,59.73500139,70.55479306,13,75
7,26,19,30.37,17.0005079,0,0,64.05153028,1,67
7,26,20,29.99,17.3111985,0,0,59.91704722,-10,58
7,26,21,29.5,17.29806791,0,0,57.37693056,-19,48
7,26,22,29.45,16.87397652,0,0,59.96550361,-28,35
7,26,23,29.33,16.30549701,0,0,63.21401556,-33,20
7,26,24,28.56,16.25798903,0,0,59.44538972,-36,3
7,27,1,28.11,16.58969199,0,0,54.78357778,-35,-14
7,27,2,27.54,16.81831323,0,0,50.22583833,-30,-30
7,27,3,27.17,17.42790719,0,0,44.18753,-23,-44
7,27,4,26.88,17.67675158,0,0,41.02216111,-13,-55
7,27,5,26.56,17.54070594,0,0,40.25823,-3,-64
7,27,6,26.49,17.39914898,320.0240281,55.65220972,40.83656278,9,-73
7,27,7,27.95,18.33845128,12.8384725,118.6406328,42.29794222,21,-80
7,27,8,29.49,18.49246083,522.9028306,172.3052675,49.47775694,33,-88
7,27,9,31.15,17.17910907,706.53987,166.2460283,67.07436167,45,-83
7,27,10,32.41,17.00237298,797.58124,166.0029983,75.15907139,57,-70
7,27,11,33.47,17.00279605,759.2600114,198.7190392,81.02294806,68,-50
7,27,12,34.65,16.54565642,323.7810131,401.2541892,90.73513833,74,-9
7,27,13,35.46,15.75709159,768.5580939,201.7895144,100.7861239,71,39
7,27,14,35.27,16.54745026,517.7951656,294.0841628,94.22270972,61,65
7,27,15,34.62,17.01652215,374.6811717,309.2094092,87.36432361,50,79
7,27,16,33.72,16.77354111,263.3195344,276.7551142,83.96912694,37,89
7,27,17,31.77,17.78172764,5.557884444,128.0109517,66.44769333,25,83
7,27,18,30.61,17.84078365,5.601834167,72.54829778,59.74811917,13,75
7,27,19,29.51,18.32650151,0,0,50.65812278,1,67
7,27,20,29.44,17.90335459,0,0,53.04457167,-10,58
7,27,21,29.22,17.67115941,0,0,53.39955278,-20,48
7,27,22,28.86,17.40012848,0,0,53.28203861,-28,35
7,27,23,28.68,17.44413961,0,0,52.03268722,-34,20
7,27,24,27.79,17.41142491,0,0,47.54848222,-36,3
7,28,1,27.69,17.23504195,0,0,48.20175,-35,-14
7,28,2,27.25,17.11330832,0,0,46.7122575,-30,-30
7,28,3,27.1,16.95937305,0,0,46.96637028,-23,-44
7,28,4,27.1,17.191748,0,0,45.40096222,-14,-55
7,28,5,27.29,17.88401243,0,0,41.79761472,-3,-64
7,28,6,27.08,18.38060844,200.0222217,59.7195775,37.46124417,9,-73
7,28,7,28.37,18.78078296,436.4778753,122.5299619,41.66699639,21,-81
7,28,8,30.49,18.68022039,612.641585,148.9662575,53.64586,33,-89
7,28,9,32.11,18.23047113,686.4145803,172.4585333,65.37362444,45,-82
7,28,10,33.62,16.98115607,766.5890125,176.1457675,82.00424111,57,-70
7,28,11,34.97,16.19573734,810.2761706,179.7326597,94.95035472,68,-50
7,28,12,35.71,16.01888234,691.7583322,236.8331389,100.3725575,74,-9
7,28,13,34.82,17.89800113,705.2484089,228.2709381,82.62261306,71,38
7,28,14,34.11,17.36062224,621.8997472,248.6614581,82.19222917,61,64
7,28,15,33.26,17.03017457,4.283653611,194.1752006,79.67104472,49,78
7,28,16,31.7,17.102797,11.2749125,217.9941164,70.5864575,37,88
7,28,17,31.45,16.94499831,68.11158861,201.4058767,70.28598389,25,83
7,28,18,30.85,17.28423545,9.530088611,84.49266167,64.74062667,13,76
7,28,19,30.02,16.87384302,0,0,63.02309417,1,67
7,28,20,29.51,16.72031551,0,0,61.33081694,-10,58
7,28,21,28.76,16.75936074,0,0,57.06685056,-20,48
7,28,22,28.83,16.54690253,0,0,58.8894625,-28,35
7,28,23,28.67,16.97518073,0,0,55.12552778,-34,20
7,28,24,27.85,17.01264464,0,0,50.53908444,-36,3
7,29,1,27.4,16.72469493,0,0,50.12859833,-35,-14
7,29,2,27.33,17.19592093,0,0,46.57582528,-31,-30
7,29,3,27,16.85744384,0,0,47.13455056,-23,-44
7,29,4,26.8,16.88333699,0,0,45.91629278,-14,-55
7,29,5,26.58,17.33632229,0,0,41.72343222,-3,-65
7,29,6,26.31,17.05503144,482.1622764,44.79673639,42.20997556,8,-73
7,29,7,28.39,17.34553812,578.7211931,99.40957111,51.15355722,20,-81
7,29,8,31.11,17.19757918,689.3467208,129.2728069,66.7328975,33,-89
7,29,9,31.65,17.62753293,931.9508739,126.631755,66.81012417,45,-82
7,29,10,32.32,17.29050978,71.21812889,371.5576347,72.72703694,57,-70
7,29,11,33.18,17.08362768,195.3130417,419.2531244,78.86675694,68,-49
7,29,12,33.86,17.11386565,195.9062669,438.3013883,82.44819972,74,-9
7,29,13,34,17.25165863,692.0392972,233.8245156,82.30547722,71,38
7,29,14,33.62,17.04864775,627.2906267,245.9589336,81.54870722,61,64
7,29,15,33.62,16.6439114,569.8269036,237.2547061,84.29524361,49,78
7,29,16,33.04,16.55469655,275.2508189,272.6851944,81.68310639,37,88
7,29,17,32.28,16.62460294,74.54654167,201.9965,77.00998917,25,84
7,29,18,31.01,16.89337657,6.480254444,75.35075778,68.24081,13,76
7,29,19,29.68,17.1591418,0,0,59.27219306,1,68
7,29,20,28.89,17.32795163,0,0,53.92338917,-10,59
7,29,21,28.53,17.213005,0,0,52.78199167,-20,48
7,29,22,28.69,17.35245319,0,0,52.69718667,-28,35
7,29,23,27.81,16.97190609,0,0,50.60376389,-34,20
7,29,24,27.71,16.7982519,0,0,51.25486056,-37,3
7,30,1,27.68,16.50397685,0,0,53.10673028,-36,-14
7,30,2,27.7,16.25959608,0,0,54.89535222,-31,-30
7,30,3,27.27,16.1963236,0,0,53.07853667,-23,-44
7,30,4,26.9,16.06850938,0,0,52.0337975,-14,-55
7,30,5,26.6,16.45522196,0,0,47.79747944,-3,-65
7,30,6,26.96,16.19565758,1010.589524,25.12688028,51.46351278,8,-73
7,30,7,29,16.37800196,985.2729825,63.55947083,60.95419028,20,-81
7,30,8,29.63,16.73181948,504.5596997,175.2928581,61.89491167,33,-89
7,30,9,32.04,15.74834064,952.1172461,129.0734331,81.76797528,45,-82
7,30,10,32.63,16.04050032,842.7513983,152.4635214,82.96844222,57,-69
7,30,11,33.67,15.84767788,850.3400481,167.4818878,90.08417361,68,-49
7,30,12,34.21,15.54521134,821.8234633,183.5546278,95.23439111,74,-9
7,30,13,34.14,15.34502028,762.2007258,203.5599333,96.26569667,70,37
7,30,14,33.5,15.86100633,672.9424147,226.1421119,89.04387583,61,63
7,30,15,32.98,15.94546015,560.0017953,240.5176681,85.56624389,49,78
7,30,16,32.46,16.64083706,412.9499689,237.4247786,77.88974611,37,88
7,30,17,31.3,16.41289253,180.0466994,204.7601617,73.09886778,25,84
7,30,18,29.89,16.49942308,8.658893889,81.14369722,64.87832167,13,76
7,30,19,28.8,16.79928839,0,0,57.00780583,1,68
7,30,20,27.8,17.68857256,0,0,45.76151639,-10,59
7,30,21,27.48,17.66109328,0,0,44.26253889,-20,48
7,30,22,27.5,17.53938449,0,0,45.17401194,-28,36
7,30,23,26.84,17.51946086,0,0,41.85617333,-34,20
7,30,24,27.21,17.32950376,0,0,45.05329556,-37,3
7,31,1,26.05,17.02821214,0,0,41.04508083,-36,-15
7,31,2,26.42,17.19146447,0,0,41.86268861,-31,-31
7,31,3,25.9,16.85203365,0,0,41.46222417,-24,-44
7,31,4,25.8,16.749844,0,0,41.64078944,-14,-56
7,31,5,25.82,16.55502975,0,0,43.07419139,-3,-65
7,31,6,25.93,16.25480494,97.95136389,56.90875444,45.70848306,8,-73
7,31,7,27.42,16.20125932,872.6244064,57.95302639,53.8298275,20,-81
7,31,8,28.9,15.94656765,725.8053806,119.5776044,63.41592583,32,-89
7,31,9,29.81,15.31085689,715.5872422,161.9301828,72.76936861,45,-81
7,31,10,31.51,14.31892623,766.8555053,175.1550531,89.18283139,57,-69
7,31,11,32.73,14.15456524,856.2905789,165.8431239,97.10172333,67,-48
7,31,12,33.72,13.23281054,819.5963928,184.0450136,109.5866992,73,-9
7,31,13,34.01,9.555241101,830.7859786,178.4740544,142.0484492,70,37
7,31,14,33.91,11.24786809,739.5706669,198.5964758,126.6353203,61,63
7,31,15,34.18,11.35300099,604.4501142,223.3069739,127.2633858,49,78
7,31,16,33.59,13.10177227,430.8107031,231.7948278,109.8766856,37,88
7,31,17,32.5,14.34530362,409.8853219,169.0478608,94.41686972,25,84
7,31,18,30.66,14.41958512,34.96811806,102.2944361,83.81947667,12,76
7,31,19,29.43,14.20593805,0,0,78.78545861,1,68
7,31,20,28.77,14.19525381,0,0,75.34781111,-10,59
7,31,21,28.2,14.87756175,0,0,67.31694361,-20,48
7,31,22,27.7,15.7798236,0,0,58.24054444,-29,36
7,31,23,27.43,16.42370549,0,0,52.34631472,-34,20
7,31,24,27.52,16.51270549,0,0,52.20684806,-37,3
8,1,1,27.2,16.5947356,0,0,49.96893722,-36,-15
8,1,2,27.1,16.63433183,0,0,49.17558083,-31,-31
8,1,3,27.12,16.58468722,0,0,49.61953111,-24,-44
8,1,4,26.52,15.48070821,0,0,54.18903722,-14,-56
8,1,5,26.04,15.38502307,0,0,52.38271556,-3,-65
8,1,6,26.18,14.9470277,60.96857111,53.66943889,56.25182694,8,-74
8,1,7,26.65,15.78293908,22.32096528,126.1431997,52.72946444,20,-82
8,1,8,29.13,16.29603404,569.0037422,157.7461219,62.21221444,32,-90
8,1,9,30.15,16.22816228,793.9883775,138.3733917,68.14635,45,-81
8,1,10,30.71,15.85657568,488.491415,283.1107953,73.75900056,57,-69
8,1,11,31.61,15.66013817,88.78381167,417.5390694,80.03556972,67,-48
8,1,12,33.08,15.12486459,948.1378839,178.1574861,91.93729278,73,-9
8,1,13,32.16,15.36298159,7.218013056,294.77128,85.1563125,70,37
8,1,14,32.07,14.4536117,9.179218611,292.8910567,91.25267,61,63
8,1,15,32.65,14.69181836,605.0323022,222.6976325,92.69725222,49,77
8,1,16,32.71,14.93377056,449.3401167,225.9339022,91.26914972,37,87
8,1,17,31.88,14.96376973,182.5525467,202.9594592,86.48729944,24,84
8,1,18,30.79,15.07221149,12.95980889,86.85497278,79.76618917,12,76
8,1,19,29.39,15.86061292,0,0,66.62992361,0,68
8,1,20,28.26,16.41627393,0,0,56.76561306,-11,59
8,1,21,27.8,17.20383072,0,0,48.98939,-21,49
8,1,22,27.76,17.21092845,0,0,48.73139694,-29,36
8,1,23,27.1,17.65700532,0,0,42.30074278,-35,21
8,1,24,27.29,18.04895577,0,0,40.71662889,-37,3
8,2,1,26.7,18.14516306,0,0,37.00974056,-36,-15
8,2,2,26.9,17.9052947,0,0,39.62062972,-31,-31
8,2,3,26.23,17.856517,0,0,36.45981472,-24,-45
8,2,4,26,17.60858883,0,0,36.90653972,-14,-56
8,2,5,25.83,17.4273396,0,0,37.2331825,-4,-65
8,2,6,26.15,17.76992592,913.2156692,21.21330083,36.61582389,8,-74
8,2,7,27.65,17.33777979,762.5634406,68.82355722,47.30408111,20,-82
8,2,8,29.47,16.20167016,753.7397656,112.1780133,64.68057722,32,-90
8,2,9,30.46,15.96340712,921.0887042,123.8338789,71.65941833,45,-81
8,2,10,31.34,15.53417389,754.8661633,178.6273783,79.45352917,56,-68
8,2,11,33.24,14.80484235,901.8136333,161.2479689,95.13909333,67,-47
8,2,12,34.14,14.62014156,610.7275908,272.4055753,101.5049025,73,-9
8,2,13,34.35,14.58661661,885.5245122,166.4902525,102.92774,70,36
8,2,14,35.08,13.71501117,894.1433353,155.3027067,113.5339536,60,62
8,2,15,34.44,13.64623659,625.7413164,214.5199119,110.4499794,49,77
8,2,16,33.93,14.27593447,403.31967,238.3239347,102.8665844,37,87
8,2,17,32.66,14.25614633,171.6122997,202.8668597,95.95988722,24,85
8,2,18,31.2,14.20915731,9.270032778,80.41560056,88.30803917,12,77
8,2,19,29.84,14.63419119,0,0,77.82283667,0,68
8,2,20,29.03,15.60382541,0,0,66.51731639,-11,59
8,2,21,28.39,16.24408184,0,0,58.64129667,-21,49
8,2,22,27.79,16.63731299,0,0,52.77212139,-29,36
8,2,23,27.4,17.43419185,0,0,45.34937278,-35,21
8,2,24,27.6,17.71706891,0,0,44.52221083,-38,3
8,3,1,27.13,17.7589665,0,0,41.78399472,-37,-15
8,3,2,26.64,17.51262003,0,0,40.8606075,-32,-31
8,3,3,26.4,17.59474992,0,0,39.06906056,-24,-45
8,3,4,26.25,17.56814636,0,0,38.46794194,-15,-56
8,3,5,26.05,17.44345474,0,0,38.26182056,-4,-66
8,3,6,25.91,16.88393347,565.3319272,35.50390694,41.29752417,8,-74
8,3,7,28.04,17.72354027,670.2810353,81.68828361,46.79455611,20,-82
8,3,8,29.24,16.90202856,398.2638467,197.514905,58.65359833,32,-90
8,3,9,31.02,16.14673106,736.4759231,154.1204889,73.41579778,44,-80
8,3,10,33.01,15.45334467,895.6674303,144.1604797,89.20107361,56,-68
8,3,11,33.11,14.85764537,706.8176744,218.0538011,94.03423806,67,-47
8,3,12,33.22,14.46034174,612.1668292,271.3369736,97.54956472,73,-8
8,3,13,33.69,13.24367112,413.3936672,357.6626647,109.3355656,70,36
8,3,14,33.84,14.30444517,415.0301786,333.3013186,102.1525111,60,62
8,3,15,33.11,14.36939423,442.8810497,281.7448489,97.61041778,49,77
8,3,16,32.67,14.0423873,389.0467428,241.5227386,97.60793,36,87
8,3,17,31.75,14.64027846,185.2008164,201.0132536,88.12887194,24,85
8,3,18,30.75,14.5810286,10.75481444,82.24861917,83.11938944,12,77
8,3,19,29.67,14.64912431,0,0,76.80175306,0,69
8,3,20,28.79,15.25576899,0,0,67.71694528,-11,60
8,3,21,27.97,16.15869246,0,0,57.01527,-21,49
8,3,22,27.5,15.89981567,0,0,56.34883472,-29,36
8,3,23,27.14,15.6061526,0,0,56.53017944,-35,21
8,3,24,27.22,15.44846292,0,0,58.06646917,-38,3
8,4,1,26.8,15.85817864,0,0,52.98198361,-37,-15
8,4,2,26.85,16.47694299,0,0,48.94933694,-32,-31
8,4,3,26.37,16.89462393,0,0,43.6050825,-24,-45
8,4,4,25.88,16.83155087,0,0,41.49801833,-15,-56
8,4,5,25.58,16.73913718,0,0,40.58054722,-4,-66
8,4,6,25.07,16.45227935,11.3930075,39.24846944,39.92573611,8,-74
8,4,7,26.62,16.56533336,548.1730578,99.86323667,47.14608361,20,-82
8,4,8,29.23,15.60643903,939.2677614,94.10285528,67.56494167,32,-90
8,4,9,29.38,14.34820782,68.88747917,305.1159086,77.46314583,44,-80
8,4,10,29.42,14.69870473,2.210687222,147.0132625,75.10128639,56,-67
8,4,11,30.43,14.98197952,8.869425556,299.1786922,78.46995833,67,-47
8,4,12,30,15.20957143,0.709328056,97.55966222,74.51482194,72,-8
8,4,13,30.6,15.35823391,1.870256667,156.0064553,76.68741444,69,36
8,4,14,26.75,18.01747586,0.373669444,65.4951325,38.10389,60,62
8,4,15,28.5,18.92744693,4.602349167,198.4058397,41.41885639,48,76
8,4,16,27.84,18.70517844,2.025115,106.3615144,39.35468667,36,87
8,4,17,27.55,18.47759497,2.613008333,85.21109306,39.29482917,24,85
8,4,18,27.4,17.8606471,3.865676667,56.17804472,42.5272125,12,77
8,4,19,26.96,17.71620929,0,0,41.17859611,0,69
8,4,20,26.7,17.91750626,0,0,38.49882222,-11,60
8,4,21,26.49,17.9381984,0,0,37.27156944,-21,49
8,4,22,25.86,18.0436275,0,0,33.32041667,-30,36
8,4,23,25.86,18.06529341,0,0,33.17880111,-35,21
8,4,24,26.53,18.27484984,0,0,35.28223944,-38,3
8,5,1,26.35,18.43338759,0,0,33.32108972,-37,-15
8,5,2,26,18.48241143,0,0,31.19296778,-32,-31
8,5,3,25.72,18.25558319,0,0,31.21713278,-24,-45
8,5,4,25.6,18.25040423,0,0,30.63289639,-15,-57
8,5,5,25.14,17.88931175,0,0,30.63037417,-4,-66
8,5,6,25.05,17.54345277,823.5750733,21.16699556,32.45353528,8,-75
8,5,7,27,17.85167607,772.1001161,66.18322556,40.49456833,20,-82
8,5,8,29.18,17.20913073,892.2223472,89.47658389,56.26338167,32,-89
8,5,9,30.39,16.71141929,923.09184,123.19617,66.12059444,44,-80
8,5,10,30.98,15.76129489,4.314456111,204.0426172,75.8919475,56,-67
8,5,11,33.33,15.54176358,954.267215,170.2935586,90.34860444,66,-46
8,5,12,33.66,14.76212225,381.020785,374.0253219,97.78624278,72,-8
8,5,13,33.89,14.78725869,803.4201003,186.1698297,98.88662778,69,35
8,5,14,34.36,15.1538111,868.6641519,156.5555903,98.86791667,60,61
8,5,15,34.09,15.33578025,309.6751231,323.58262,96.05170583,48,76
8,5,16,33.11,15.83639875,461.7154158,219.5385939,87.05019806,36,86
8,5,17,31.46,15.5241013,174.3402992,199.4037061,80.17912361,24,85
8,5,18,30.15,16.56025977,10.69805528,80.1855125,65.85946556,12,77
8,5,19,28.72,17.10241379,0,0,54.5327975,0,69
8,5,20,28,17.65657462,0,0,47.02624806,-11,60
8,5,21,27.8,17.68857256,0,0,45.76151639,-21,49
8,5,22,28.04,17.5268012,0,0,48.09738944,-30,36
8,5,23,27.47,17.81704093,0,0,43.18099472,-36,21
8,5,24,27.48,17.80395005,0,0,43.31962889,-38,3
8,6,1,27,17.8053641,0,0,40.79935194,-37,-15
8,6,2,26.9,18.08955503,0,0,38.41417167,-32,-32
8,6,3,27.16,18.18869837,0,0,39.12503472,-25,-45
8,6,4,26.54,18.12798451,0,0,36.28993333,-15,-57
8,6,5,26.51,17.93745814,0,0,37.38027694,-4,-66
8,6,6,26.56,17.76622747,591.1879594,32.13303167,38.76608972,7,-75
8,6,7,27.97,18.0169761,399.3894292,120.5666275,44.4968675,19,-83
8,6,8,28.33,17.35844995,19.62420278,193.7377289,50.74993417,32,-89
8,6,9,28.4,17.25554821,3.297821944,148.5916922,51.80842167,44,-79
8,6,10,26.58,18.57933368,0.945610278,96.2467975,33.57373389,56,-67
8,6,11,26.02,19.82181351,4.578341944,233.5872261,22.81656083,66,-46
8,6,12,26.45,18.50074076,13.61444028,340.8898897,33.40495472,72,-8
8,6,13,26.66,19.35314094,23.40672861,368.6267403,29.06511056,69,35
8,6,14,26.66,18.57867127,39.47660472,369.5468667,33.99390472,60,61
8,6,15,26.68,17.48695852,4.120829444,186.8282031,41.23923611,48,76
8,6,16,27.39,17.42370394,484.6811297,211.9544617,45.36685417,36,86
8,6,17,27.15,17.0105456,6.994381667,132.8018742,46.88191194,24,85
8,6,18,26.9,16.54964407,1.242678056,31.19841139,48.71126472,11,77
8,6,19,26.4,16.96994254,0,0,43.2509825,0,69
8,6,20,26.03,16.98572037,0,0,41.22857583,-12,60
8,6,21,25.82,17.20108736,0,0,38.69437972,-22,49
8,6,22,25.83,17.4273396,0,0,37.2331825,-30,37
8,6,23,25.49,17.49277353,0,0,35.04697694,-36,21
8,6,24,25.39,17.38626245,0,0,35.24258944,-39,3
8,7,1,25.1,16.87428158,0,0,37.19869028,-38,-15
8,7,2,24.8,16.8304615,0,0,35.96225444,-33,-32
8,7,3,24.7,16.66714404,0,0,36.56376556,-25,-46
8,7,4,24.4,16.56057071,0,0,35.76482778,-15,-57
8,7,5,24.1,16.45171853,0,0,34.98869694,-4,-67
8,7,6,24.01,16.16778627,819.7741294,20.57352778,36.49335611,7,-75
8,7,7,25.88,16.50758364,690.9570108,76.77827778,43.70898083,19,-83
8,7,8,28.4,15.75405476,804.6138167,99.86811194,62.11328,32,-89
8,7,9,29.7,15.18508609,827.113675,128.3143803,73.07982361,44,-79
8,7,10,30.91,14.40176234,903.2954131,143.8783958,85.30563389,56,-66
8,7,11,31.96,14.11814593,354.3086606,366.4764033,93.13636083,66,-45
8,7,12,33.76,13.12859871,692.2280464,233.2699181,110.6162314,72,-8
8,7,13,31.91,14.41162324,20.78373972,361.2706211,90.6849325,69,35
8,7,14,32.36,15.63563319,377.3781497,344.8705808,84.3208475,59,60
8,7,15,32,15.19067671,486.01758,263.1858753,85.51058556,48,75
8,7,16,31.29,14.16639749,432.7207428,225.7411919,89.11609222,36,86
8,7,17,29.31,15.04965268,4.700967778,111.4299894,71.96728556,23,86
8,7,18,28.47,15.81986425,2.396275833,42.51608833,62.02138583,11,78
8,7,19,27.8,15.48891453,0,0,60.82134972,-1,69
8,7,20,27.6,16.28173956,0,0,54.21698611,-12,60
8,7,21,27.14,17.34978995,0,0,44.55182167,-22,50
8,7,22,27.3,17.87122233,0,0,41.93400278,-30,37
8,7,23,26.49,16.01079881,0,0,50.30277222,-36,21
8,7,24,25.11,15.23715736,0,0,48.6544675,-39,3
8,8,1,24.6,15.70601732,0,0,42.71880611,-38,-15
